edad;trabajo;civil;educacion;defecto;deposito;propiedad;prestamo;contacto;dia;mes;duracion;campaña;pdias;previo;presultado;y
34;gerente;soltero;terciaria;no;26575;no;no;celular;18;nov;93;1;-1;0;desconocido;no
34;servicios;casado;secundaria;no;135;si;no;celular;18;nov;109;1;-1;0;desconocido;no
37;independiente;soltero;secundaria;no;133;si;no;celular;18;nov;207;1;-1;0;desconocido;no
54;tecnico;divorciado;terciaria;no;2133;no;no;celular;18;nov;176;1;-1;0;desconocido;no
34;collar azul;casado;secundaria;no;2305;si;no;celular;18;nov;301;1;-1;0;desconocido;no
31;administrativo;soltero;secundaria;no;19;si;no;celular;18;nov;1978;1;-1;0;desconocido;si
57;gerente;casado;terciaria;no;2101;no;no;celular;18;nov;101;5;-1;0;desconocido;no
35;gerente;casado;terciaria;no;1613;si;no;celular;18;nov;95;1;-1;0;desconocido;no
51;empleada domestica;divorciado;secundaria;no;-76;si;no;celular;18;nov;91;1;-1;0;desconocido;no
48;gerente;casado;terciaria;no;1741;si;si;telefono;18;nov;40;1;-1;0;desconocido;no
44;tecnico;casado;secundaria;no;10888;si;no;celular;18;nov;67;1;105;1;fracaso;no
34;gerente;casado;terciaria;no;417;si;no;celular;18;nov;138;1;-1;0;desconocido;no
44;gerente;casado;terciaria;no;0;si;si;celular;18;nov;54;1;-1;0;desconocido;no
41;administrativo;casado;secundaria;no;4320;si;no;celular;18;nov;164;1;166;2;fracaso;no
35;gerente;casado;terciaria;no;618;si;no;celular;18;nov;116;1;-1;0;desconocido;no
34;gerente;casado;terciaria;no;65;si;no;celular;18;nov;544;1;-1;0;desconocido;no
35;tecnico;casado;secundaria;no;4508;si;no;celular;18;nov;854;1;-1;0;desconocido;si
56;independiente;divorciado;secundaria;no;0;no;no;celular;18;nov;348;1;-1;0;desconocido;no
39;collar azul;casado;secundaria;no;263;si;no;celular;18;nov;365;1;-1;0;desconocido;no
33;gerente;divorciado;terciaria;si;280;no;si;celular;18;nov;155;1;-1;0;desconocido;no
41;collar azul;casado;primaria;no;1461;si;no;celular;18;nov;290;1;165;2;exito;no
45;tecnico;soltero;desconocido;no;7108;si;si;celular;18;nov;53;1;172;3;fracaso;no
53;emprendedor;casado;desconocido;no;2496;no;si;celular;18;nov;94;1;-1;0;desconocido;no
33;tecnico;casado;secundaria;no;256;si;no;celular;18;nov;76;1;-1;0;desconocido;no
30;servicios;casado;secundaria;no;33;no;no;celular;18;nov;36;1;-1;0;desconocido;no
38;tecnico;soltero;terciaria;no;1674;no;no;celular;18;nov;333;1;-1;0;desconocido;no
44;emprendedor;divorciado;terciaria;no;316;si;no;celular;18;nov;244;1;-1;0;desconocido;no
34;gerente;casado;terciaria;no;0;si;no;celular;18;nov;244;1;-1;0;desconocido;no
36;gerente;soltero;terciaria;no;13;no;si;celular;18;nov;106;1;-1;0;desconocido;no
48;gerente;casado;secundaria;no;4415;si;no;celular;18;nov;271;1;102;6;fracaso;no
33;collar azul;casado;secundaria;no;24;si;no;celular;18;nov;184;1;-1;0;desconocido;no
31;gerente;casado;terciaria;no;2;si;no;celular;18;nov;224;1;-1;0;desconocido;no
44;tecnico;casado;secundaria;no;2126;no;si;celular;18;nov;166;1;-1;0;desconocido;no
47;desempleado;soltero;secundaria;no;4819;no;no;celular;18;nov;144;1;-1;0;desconocido;no
41;tecnico;casado;secundaria;no;112;si;no;celular;18;nov;55;1;-1;0;desconocido;no
58;gerente;casado;terciaria;no;9339;si;no;telefono;18;nov;52;3;172;3;otro;no
56;tecnico;casado;secundaria;no;589;si;no;celular;18;nov;208;1;26;3;exito;no
32;administrativo;soltero;terciaria;no;170;no;no;celular;18;nov;74;1;-1;0;desconocido;no
34;collar azul;casado;secundaria;no;559;si;no;telefono;18;nov;47;1;193;1;otro;no
40;administrativo;soltero;secundaria;no;0;si;no;celular;18;nov;341;1;-1;0;desconocido;no
54;gerente;casado;secundaria;no;2203;si;no;telefono;18;nov;151;1;-1;0;desconocido;no
48;emprendedor;casado;secundaria;no;104;si;si;celular;18;nov;55;1;-1;0;desconocido;no
33;administrativo;casado;terciaria;no;1636;si;si;celular;18;nov;62;1;-1;0;desconocido;no
35;tecnico;soltero;terciaria;no;172;si;si;celular;18;nov;52;1;-1;0;desconocido;no
51;administrativo;divorciado;secundaria;no;390;no;no;telefono;18;nov;368;1;-1;0;desconocido;no
41;tecnico;casado;secundaria;no;476;si;si;celular;18;nov;132;1;-1;0;desconocido;no
41;emprendedor;casado;secundaria;no;2105;si;no;celular;18;nov;134;1;-1;0;desconocido;no
47;tecnico;casado;secundaria;no;93;no;si;celular;18;nov;194;1;-1;0;desconocido;no
48;independiente;casado;terciaria;no;16;si;si;celular;18;nov;214;1;-1;0;desconocido;no
45;tecnico;casado;secundaria;no;3944;si;no;celular;18;nov;141;1;-1;0;desconocido;no
55;gerente;casado;terciaria;no;4982;si;no;telefono;18;nov;51;1;-1;0;desconocido;no
35;tecnico;casado;secundaria;no;14;si;no;telefono;18;nov;23;1;-1;0;desconocido;no
32;administrativo;casado;terciaria;no;2831;si;no;celular;18;nov;278;2;-1;0;desconocido;no
50;gerente;casado;secundaria;no;2717;si;no;celular;18;nov;188;1;-1;0;desconocido;no
59;gerente;casado;terciaria;no;63;no;no;telefono;18;nov;89;1;-1;0;desconocido;no
48;tecnico;casado;secundaria;no;6376;si;no;celular;18;nov;56;4;-1;0;desconocido;no
33;emprendedor;casado;terciaria;no;196;si;no;celular;18;nov;58;1;-1;0;desconocido;no
38;emprendedor;divorciado;secundaria;no;36;no;no;celular;18;nov;84;2;-1;0;desconocido;no
54;tecnico;casado;secundaria;no;13;si;no;celular;18;nov;145;2;-1;0;desconocido;no
39;administrativo;soltero;terciaria;no;283;si;no;celular;18;nov;346;1;179;3;otro;no
36;tecnico;casado;secundaria;no;154;si;no;celular;18;nov;231;1;96;2;otro;no
49;gerente;casado;terciaria;no;470;no;no;celular;18;nov;79;1;-1;0;desconocido;no
41;gerente;casado;terciaria;no;1199;si;no;celular;18;nov;286;1;-1;0;desconocido;no
51;emprendedor;casado;terciaria;si;4;si;no;celular;18;nov;80;1;-1;0;desconocido;no
37;emprendedor;divorciado;terciaria;no;66;no;no;celular;18;nov;1164;2;-1;0;desconocido;si
38;emprendedor;soltero;terciaria;si;0;si;no;celular;18;nov;120;1;-1;0;desconocido;no
39;independiente;casado;primaria;no;2165;si;no;celular;18;nov;213;1;-1;0;desconocido;no
33;emprendedor;casado;terciaria;no;0;si;si;celular;18;nov;114;1;-1;0;desconocido;no
47;gerente;divorciado;terciaria;no;428;si;no;celular;18;nov;116;1;167;1;otro;no
42;emprendedor;casado;terciaria;no;257;no;si;celular;18;nov;340;2;-1;0;desconocido;no
53;tecnico;divorciado;secundaria;no;4856;si;no;celular;18;nov;151;1;-1;0;desconocido;no
36;collar azul;casado;desconocido;no;722;si;no;celular;18;nov;242;1;182;2;fracaso;no
42;administrativo;soltero;secundaria;no;-247;si;si;celular;18;nov;104;2;28;2;exito;no
41;administrativo;casado;secundaria;no;16517;no;no;celular;18;nov;1268;2;-1;0;desconocido;no
44;tecnico;casado;secundaria;no;0;si;no;celular;18;nov;205;1;-1;0;desconocido;no
35;tecnico;casado;terciaria;no;6;si;no;celular;18;nov;47;1;-1;0;desconocido;no
55;collar azul;casado;secundaria;no;1164;no;no;celular;18;nov;242;1;-1;0;desconocido;no
37;tecnico;casado;secundaria;no;0;si;no;celular;18;nov;173;1;179;6;fracaso;no
35;gerente;soltero;secundaria;no;5260;si;no;celular;18;nov;59;1;182;2;fracaso;no
38;tecnico;casado;terciaria;no;2453;si;si;celular;18;nov;108;1;-1;0;desconocido;no
47;gerente;divorciado;secundaria;no;0;si;no;celular;18;nov;75;2;-1;0;desconocido;no
50;gerente;casado;secundaria;no;13931;si;no;celular;18;nov;132;1;-1;0;desconocido;no
35;emprendedor;casado;secundaria;no;0;si;no;celular;18;nov;86;1;-1;0;desconocido;no
48;gerente;casado;terciaria;no;2266;no;no;celular;18;nov;676;1;-1;0;desconocido;si
33;tecnico;soltero;secundaria;no;1769;si;no;celular;18;nov;273;1;182;1;fracaso;no
46;gerente;casado;terciaria;no;4301;si;si;celular;18;nov;50;1;183;2;fracaso;no
59;jubilado;casado;secundaria;no;306;no;si;celular;18;nov;121;1;-1;0;desconocido;no
33;gerente;casado;terciaria;no;0;si;no;celular;18;nov;88;1;-1;0;desconocido;no
46;administrativo;divorciado;secundaria;no;7378;no;no;celular;18;nov;466;1;-1;0;desconocido;no
52;gerente;divorciado;terciaria;no;-723;si;si;celular;18;nov;636;1;-1;0;desconocido;no
45;collar azul;divorciado;primaria;no;2702;no;no;celular;18;nov;110;1;-1;0;desconocido;no
56;gerente;casado;terciaria;no;1388;no;no;celular;18;nov;132;1;-1;0;desconocido;no
46;tecnico;casado;secundaria;no;68;si;si;celular;18;nov;111;2;155;3;fracaso;no
36;administrativo;divorciado;secundaria;no;454;si;no;celular;18;nov;165;1;131;1;fracaso;no
50;servicios;divorciado;secundaria;no;330;si;si;celular;18;nov;281;1;-1;0;desconocido;no
57;administrativo;casado;secundaria;no;1509;si;no;celular;18;nov;509;1;-1;0;desconocido;no
31;collar azul;casado;secundaria;no;225;si;no;celular;18;nov;236;1;-1;0;desconocido;no
32;collar azul;soltero;secundaria;no;53;si;no;celular;18;nov;276;1;195;1;fracaso;no
38;gerente;soltero;terciaria;no;1515;si;no;celular;18;nov;134;1;110;5;fracaso;no
38;gerente;casado;terciaria;no;1802;no;no;celular;18;nov;74;1;-1;0;desconocido;no
37;empleada domestica;soltero;terciaria;no;561;no;no;celular;18;nov;188;1;165;2;fracaso;no
59;emprendedor;casado;secundaria;no;2429;no;si;celular;18;nov;79;2;182;7;fracaso;no
34;gerente;casado;terciaria;no;786;si;si;celular;18;nov;250;1;-1;0;desconocido;no
40;servicios;divorciado;secundaria;no;1155;no;si;celular;18;nov;175;1;138;1;fracaso;no
41;tecnico;casado;secundaria;no;1226;no;no;celular;18;nov;261;1;-1;0;desconocido;no
59;collar azul;casado;primaria;no;14;si;si;celular;18;nov;319;2;182;1;fracaso;no
36;gerente;soltero;terciaria;no;0;no;si;celular;18;nov;300;1;96;4;fracaso;no
35;collar azul;casado;secundaria;no;153;si;no;celular;18;nov;645;2;-1;0;desconocido;no
59;emprendedor;casado;primaria;no;222;no;no;celular;18;nov;97;1;-1;0;desconocido;no
56;gerente;casado;terciaria;no;664;no;si;celular;18;nov;71;1;-1;0;desconocido;no
51;collar azul;casado;primaria;no;1194;si;no;celular;18;nov;714;1;186;3;fracaso;no
48;gerente;casado;terciaria;no;363;no;no;celular;18;nov;67;1;-1;0;desconocido;no
45;collar azul;soltero;secundaria;no;91;no;si;celular;18;nov;149;1;127;2;fracaso;no
42;gerente;casado;terciaria;no;2819;si;no;celular;18;nov;149;2;-1;0;desconocido;no
30;gerente;soltero;terciaria;no;414;no;no;celular;18;nov;635;5;-1;0;desconocido;no
32;emprendedor;casado;terciaria;no;0;si;si;celular;18;nov;95;1;-1;0;desconocido;no
38;emprendedor;casado;desconocido;no;259;no;no;celular;18;nov;63;1;-1;0;desconocido;no
44;emprendedor;casado;secundaria;no;1442;no;no;celular;18;nov;280;2;-1;0;desconocido;no
38;gerente;soltero;terciaria;no;427;si;no;celular;18;nov;253;1;182;1;fracaso;no
37;collar azul;casado;primaria;no;0;no;no;celular;18;nov;850;2;-1;0;desconocido;no
39;tecnico;soltero;secundaria;no;4646;si;no;celular;18;nov;486;1;-1;0;desconocido;si
37;gerente;casado;secundaria;no;4056;no;no;celular;18;nov;114;1;-1;0;desconocido;no
49;gerente;casado;terciaria;si;-24;no;no;celular;18;nov;132;3;-1;0;desconocido;no
51;gerente;casado;primaria;no;108;no;no;celular;18;nov;169;2;-1;0;desconocido;no
57;desempleado;casado;secundaria;no;1681;no;no;celular;18;nov;226;1;-1;0;desconocido;no
31;tecnico;soltero;secundaria;no;1062;no;no;celular;18;nov;835;1;-1;0;desconocido;no
37;servicios;divorciado;secundaria;no;2152;si;no;celular;18;nov;200;1;-1;0;desconocido;no
46;desempleado;soltero;secundaria;no;836;no;no;celular;18;nov;95;1;-1;0;desconocido;no
35;desempleado;soltero;secundaria;no;3854;si;no;celular;18;nov;132;2;-1;0;desconocido;no
35;administrativo;casado;secundaria;no;4463;no;no;celular;18;nov;90;1;-1;0;desconocido;no
34;tecnico;soltero;secundaria;no;2729;si;no;celular;18;nov;835;1;-1;0;desconocido;si
42;collar azul;casado;secundaria;no;1958;si;no;celular;18;nov;129;1;172;3;fracaso;no
30;tecnico;soltero;terciaria;no;3;si;no;celular;18;nov;54;1;195;1;fracaso;no
36;gerente;casado;terciaria;no;8277;si;no;celular;18;nov;613;1;-1;0;desconocido;no
51;independiente;casado;terciaria;no;146;no;no;celular;18;nov;150;2;126;3;fracaso;no
37;gerente;casado;terciaria;no;3770;si;no;celular;18;nov;106;1;110;4;fracaso;no
41;servicios;casado;secundaria;no;446;si;no;celular;18;nov;296;1;186;1;exito;no
47;gerente;casado;secundaria;no;458;no;no;celular;18;nov;66;1;-1;0;desconocido;no
33;administrativo;divorciado;secundaria;no;661;si;no;celular;18;nov;411;1;173;2;otro;no
41;independiente;soltero;terciaria;no;0;no;no;celular;18;nov;256;1;-1;0;desconocido;no
40;gerente;casado;terciaria;no;1217;si;si;celular;18;nov;155;1;-1;0;desconocido;no
35;tecnico;soltero;secundaria;no;7530;no;no;celular;18;nov;117;1;-1;0;desconocido;no
58;jubilado;casado;secundaria;no;14412;no;no;celular;18;nov;297;1;-1;0;desconocido;no
30;tecnico;soltero;secundaria;no;4787;si;no;celular;18;nov;266;1;167;2;fracaso;no
43;gerente;casado;terciaria;no;1684;si;no;celular;18;nov;435;4;-1;0;desconocido;no
36;tecnico;casado;secundaria;no;1345;si;no;celular;18;nov;82;1;172;3;fracaso;no
54;jubilado;divorciado;terciaria;no;349;si;no;celular;18;nov;257;1;-1;0;desconocido;no
43;administrativo;casado;secundaria;no;1375;si;no;celular;18;nov;95;1;-1;0;desconocido;no
50;gerente;divorciado;terciaria;no;0;no;no;celular;18;nov;154;1;-1;0;desconocido;no
58;gerente;casado;terciaria;no;0;si;no;celular;18;nov;265;1;188;1;fracaso;no
41;gerente;casado;terciaria;no;97;no;no;celular;18;nov;130;1;-1;0;desconocido;no
42;collar azul;casado;primaria;no;2273;si;no;celular;18;nov;253;1;112;2;fracaso;no
41;collar azul;casado;secundaria;no;1100;si;no;celular;18;nov;397;1;173;2;fracaso;no
43;tecnico;casado;secundaria;no;764;si;no;celular;18;nov;164;5;127;5;fracaso;no
49;administrativo;casado;secundaria;no;1323;si;no;celular;18;nov;84;1;-1;0;desconocido;no
41;emprendedor;casado;secundaria;no;8491;si;no;celular;18;nov;929;1;-1;0;desconocido;si
34;gerente;soltero;terciaria;no;1494;si;no;celular;18;nov;596;1;182;1;otro;si
48;servicios;casado;secundaria;no;2877;si;no;celular;18;nov;77;1;168;1;fracaso;no
53;tecnico;soltero;primaria;no;481;no;no;celular;18;nov;399;1;-1;0;desconocido;no
31;administrativo;soltero;secundaria;no;482;si;no;celular;18;nov;183;1;-1;0;desconocido;no
49;gerente;casado;terciaria;no;1050;si;no;celular;18;nov;924;1;-1;0;desconocido;si
30;tecnico;soltero;secundaria;si;-305;no;si;celular;18;nov;37;1;96;6;fracaso;no
53;collar azul;casado;primaria;no;53;si;no;celular;18;nov;198;1;-1;0;desconocido;no
37;collar azul;casado;secundaria;no;1205;si;no;celular;18;nov;99;1;-1;0;desconocido;no
35;collar azul;casado;primaria;no;2732;si;no;desconocido;18;nov;254;1;-1;0;desconocido;no
32;gerente;casado;terciaria;no;258;si;si;celular;18;nov;197;1;-1;0;desconocido;no
36;gerente;casado;terciaria;no;51;si;no;celular;18;nov;464;1;-1;0;desconocido;no
49;emprendedor;casado;primaria;no;6188;no;no;celular;18;nov;453;1;-1;0;desconocido;si
37;independiente;divorciado;terciaria;si;353;si;si;celular;18;nov;134;1;-1;0;desconocido;no
30;administrativo;soltero;terciaria;no;371;no;no;celular;18;nov;170;1;-1;0;desconocido;no
31;tecnico;casado;terciaria;no;26;no;si;celular;18;nov;419;1;127;6;otro;si
41;gerente;soltero;terciaria;no;275;si;no;celular;18;nov;82;2;-1;0;desconocido;no
52;desempleado;divorciado;secundaria;no;4;no;si;desconocido;18;nov;248;1;-1;0;desconocido;no
44;gerente;casado;terciaria;no;318;no;no;celular;18;nov;638;2;-1;0;desconocido;no
43;tecnico;soltero;secundaria;si;685;si;no;celular;18;nov;78;1;110;2;fracaso;no
34;administrativo;soltero;secundaria;no;10;no;si;celular;18;nov;162;1;173;3;fracaso;no
56;gerente;casado;primaria;no;-346;no;si;celular;18;nov;84;1;-1;0;desconocido;no
35;gerente;casado;terciaria;no;1041;no;no;celular;18;nov;586;1;120;3;otro;no
36;administrativo;soltero;secundaria;no;1927;si;no;celular;18;nov;288;1;137;1;otro;no
51;emprendedor;casado;primaria;no;512;no;no;celular;18;nov;328;1;-1;0;desconocido;no
51;tecnico;divorciado;secundaria;no;131;si;no;celular;18;nov;193;1;-1;0;desconocido;no
44;gerente;casado;primaria;no;1880;si;no;celular;18;nov;34;1;124;6;fracaso;no
45;tecnico;divorciado;secundaria;no;5862;si;no;celular;18;nov;352;1;110;3;otro;no
49;emprendedor;divorciado;terciaria;no;1342;si;si;celular;18;nov;89;1;-1;0;desconocido;no
36;collar azul;casado;secundaria;no;342;si;no;celular;18;nov;305;1;-1;0;desconocido;no
58;gerente;casado;primaria;no;1021;no;no;desconocido;18;nov;205;1;-1;0;desconocido;no
45;desempleado;divorciado;secundaria;no;728;si;si;celular;18;nov;107;1;-1;0;desconocido;no
35;administrativo;casado;secundaria;si;0;si;si;celular;18;nov;17;1;-1;0;desconocido;no
36;gerente;casado;terciaria;no;0;si;no;celular;18;nov;103;1;175;2;fracaso;no
33;collar azul;casado;secundaria;no;596;si;no;celular;18;nov;77;1;127;3;fracaso;no
36;gerente;casado;terciaria;no;1100;si;no;celular;18;nov;93;1;-1;0;desconocido;no
58;jubilado;divorciado;secundaria;no;63;no;no;celular;18;nov;509;1;-1;0;desconocido;no
39;tecnico;casado;terciaria;no;4313;si;no;desconocido;18;nov;272;2;-1;0;desconocido;no
47;administrativo;casado;secundaria;no;829;si;si;celular;18;nov;48;1;188;1;fracaso;no
47;collar azul;casado;secundaria;no;3237;si;no;celular;18;nov;38;1;187;3;fracaso;no
35;tecnico;casado;secundaria;no;222;si;no;celular;18;nov;233;1;190;6;fracaso;no
40;tecnico;casado;secundaria;no;5811;si;no;celular;18;nov;172;1;-1;0;desconocido;no
52;independiente;divorciado;terciaria;no;10653;si;no;celular;18;nov;336;1;-1;0;desconocido;no
40;gerente;casado;terciaria;no;3185;no;no;celular;18;nov;109;1;-1;0;desconocido;no
34;tecnico;casado;terciaria;no;178;si;no;celular;18;nov;85;1;-1;0;desconocido;no
42;gerente;soltero;terciaria;si;130;si;si;celular;18;nov;112;1;-1;0;desconocido;no
52;emprendedor;casado;terciaria;no;54;si;si;telefono;18;nov;103;1;-1;0;desconocido;no
32;emprendedor;divorciado;secundaria;no;-934;si;no;celular;18;nov;50;1;-1;0;desconocido;no
39;administrativo;casado;secundaria;no;3732;si;no;celular;18;nov;515;1;181;2;fracaso;no
39;independiente;casado;terciaria;no;585;si;no;celular;18;nov;48;1;181;3;fracaso;no
34;administrativo;casado;terciaria;no;3520;no;no;celular;18;nov;95;1;-1;0;desconocido;no
31;gerente;casado;terciaria;no;0;si;no;celular;18;nov;47;1;-1;0;desconocido;no
58;independiente;casado;terciaria;no;2596;no;no;telefono;18;nov;15;2;-1;0;desconocido;no
48;tecnico;casado;terciaria;no;0;no;si;celular;18;nov;106;1;-1;0;desconocido;no
50;servicios;casado;primaria;no;2603;no;no;celular;18;nov;114;1;-1;0;desconocido;no
41;gerente;casado;terciaria;no;0;si;no;celular;18;nov;897;3;-1;0;desconocido;si
55;jubilado;divorciado;primaria;no;1174;si;no;celular;18;nov;245;1;-1;0;desconocido;no
57;jubilado;soltero;terciaria;no;0;no;no;celular;18;nov;300;1;-1;0;desconocido;no
46;gerente;casado;secundaria;no;0;no;no;celular;18;nov;1855;1;-1;0;desconocido;si
43;gerente;casado;secundaria;no;2115;si;no;celular;18;nov;102;1;-1;0;desconocido;no
40;collar azul;divorciado;secundaria;no;701;no;no;desconocido;18;nov;159;1;-1;0;desconocido;no
31;servicios;soltero;secundaria;no;2038;si;no;celular;18;nov;239;1;182;1;fracaso;no
50;emprendedor;divorciado;terciaria;no;541;no;no;celular;18;nov;204;1;-1;0;desconocido;no
51;tecnico;casado;terciaria;no;7338;no;no;celular;18;nov;82;1;-1;0;desconocido;no
37;desempleado;soltero;terciaria;no;1316;si;no;celular;18;nov;389;1;172;2;fracaso;no
50;tecnico;casado;secundaria;no;-353;si;si;celular;18;nov;162;1;175;2;fracaso;no
39;gerente;divorciado;terciaria;no;5009;si;no;celular;18;nov;255;1;126;2;fracaso;no
31;administrativo;divorciado;secundaria;no;93;si;no;celular;18;nov;417;1;-1;0;desconocido;no
31;desempleado;casado;secundaria;no;20;no;no;telefono;18;nov;52;1;-1;0;desconocido;no
49;gerente;casado;terciaria;no;0;si;no;celular;18;nov;102;1;-1;0;desconocido;no
51;independiente;divorciado;secundaria;no;7848;no;no;celular;18;nov;59;1;-1;0;desconocido;no
56;administrativo;divorciado;secundaria;no;0;no;no;celular;18;nov;100;1;154;2;fracaso;no
51;tecnico;casado;secundaria;no;532;si;si;celular;18;nov;346;1;-1;0;desconocido;no
36;collar azul;casado;primaria;no;871;si;si;telefono;18;nov;2;1;-1;0;desconocido;no
34;emprendedor;soltero;terciaria;si;1709;no;si;celular;18;nov;288;1;-1;0;desconocido;no
52;tecnico;casado;secundaria;no;2619;si;no;celular;18;nov;77;2;-1;0;desconocido;no
34;tecnico;soltero;secundaria;no;18777;si;no;celular;18;nov;535;1;-1;0;desconocido;no
54;gerente;divorciado;terciaria;no;2171;si;si;telefono;18;nov;1034;1;-1;0;desconocido;si
30;administrativo;divorciado;secundaria;no;83;si;si;celular;18;nov;118;2;196;1;fracaso;no
36;gerente;casado;terciaria;no;871;no;no;celular;18;nov;170;1;-1;0;desconocido;no
55;gerente;casado;terciaria;no;5010;no;no;celular;18;nov;530;1;-1;0;desconocido;no
53;emprendedor;casado;desconocido;no;19850;no;no;celular;18;nov;52;1;165;1;fracaso;no
46;gerente;casado;secundaria;no;430;si;no;celular;18;nov;91;1;-1;0;desconocido;no
45;collar azul;casado;primaria;no;147;si;no;celular;18;nov;226;1;168;2;fracaso;no
50;servicios;casado;primaria;no;1260;no;no;celular;18;nov;172;1;-1;0;desconocido;no
46;tecnico;divorciado;secundaria;si;-1361;si;si;celular;18;nov;78;1;-1;0;desconocido;no
57;collar azul;casado;secundaria;no;649;si;no;celular;18;nov;122;1;-1;0;desconocido;no
53;gerente;casado;terciaria;no;800;no;no;celular;18;nov;90;1;-1;0;desconocido;no
38;gerente;casado;terciaria;no;595;si;no;celular;18;nov;70;1;-1;0;desconocido;no
47;emprendedor;casado;terciaria;no;0;no;no;telefono;18;nov;103;2;-1;0;desconocido;no
56;gerente;casado;terciaria;no;15520;no;no;celular;18;nov;420;1;-1;0;desconocido;no
33;servicios;soltero;terciaria;no;0;si;no;celular;18;nov;199;1;-1;0;desconocido;no
33;collar azul;casado;secundaria;no;157;si;no;celular;18;nov;110;1;182;1;fracaso;no
45;tecnico;casado;secundaria;no;3395;si;no;celular;18;nov;92;1;188;1;fracaso;no
39;empleada domestica;casado;primaria;no;694;si;si;celular;18;nov;91;1;168;2;otro;no
38;servicios;casado;secundaria;no;706;no;no;celular;18;nov;206;2;-1;0;desconocido;no
39;collar azul;divorciado;primaria;no;3970;si;no;celular;18;nov;56;1;-1;0;desconocido;no
31;servicios;soltero;secundaria;no;32;no;no;desconocido;18;nov;190;4;-1;0;desconocido;no
34;administrativo;divorciado;secundaria;no;1186;si;si;celular;18;nov;131;1;-1;0;desconocido;no
34;administrativo;casado;secundaria;no;45;si;no;celular;18;nov;79;1;-1;0;desconocido;no
39;collar azul;soltero;primaria;no;267;no;no;celular;18;nov;322;1;-1;0;desconocido;no
37;collar azul;soltero;secundaria;no;690;si;no;celular;18;nov;105;1;179;2;fracaso;no
33;servicios;divorciado;secundaria;no;1529;si;no;telefono;18;nov;41;1;-1;0;desconocido;no
37;servicios;soltero;secundaria;no;54;si;no;celular;18;nov;328;2;131;1;fracaso;no
33;tecnico;soltero;terciaria;no;179;si;no;celular;18;nov;432;2;181;4;otro;no
31;empleada domestica;casado;primaria;no;2603;si;no;celular;18;nov;224;1;-1;0;desconocido;no
33;servicios;casado;secundaria;no;1330;si;no;celular;18;nov;245;1;-1;0;desconocido;no
46;tecnico;soltero;secundaria;no;1758;si;no;celular;18;nov;109;1;-1;0;desconocido;no
40;servicios;soltero;secundaria;no;326;si;no;celular;18;nov;124;1;175;1;fracaso;no
45;tecnico;casado;secundaria;no;1441;si;no;celular;18;nov;93;1;113;2;otro;no
51;jubilado;soltero;terciaria;no;730;si;no;desconocido;18;nov;287;2;-1;0;desconocido;no
31;gerente;casado;terciaria;no;271;no;no;celular;18;nov;89;1;-1;0;desconocido;no
36;tecnico;casado;secundaria;no;24;si;no;celular;18;nov;59;1;-1;0;desconocido;no
39;tecnico;casado;secundaria;no;484;no;si;celular;18;nov;61;1;113;3;otro;no
47;administrativo;casado;secundaria;no;12845;si;no;desconocido;18;nov;117;1;-1;0;desconocido;no
38;collar azul;casado;secundaria;no;-288;si;si;celular;18;nov;68;1;165;2;fracaso;no
30;servicios;soltero;secundaria;no;1510;si;no;celular;18;nov;191;1;-1;0;desconocido;no
55;gerente;casado;terciaria;no;16786;no;no;celular;18;nov;90;1;-1;0;desconocido;no
32;gerente;soltero;terciaria;no;135;si;si;celular;18;nov;67;1;-1;0;desconocido;no
40;tecnico;soltero;secundaria;no;159;si;no;desconocido;18;nov;37;1;-1;0;desconocido;no
59;jubilado;casado;terciaria;no;538;no;no;celular;18;nov;48;2;-1;0;desconocido;no
51;collar azul;casado;secundaria;no;0;no;no;celular;18;nov;73;1;-1;0;desconocido;no
32;servicios;soltero;secundaria;no;936;si;no;celular;18;nov;61;1;-1;0;desconocido;no
41;tecnico;casado;secundaria;no;2123;no;no;celular;18;nov;232;1;102;2;fracaso;no
50;collar azul;divorciado;primaria;no;155;si;si;celular;18;nov;58;1;-1;0;desconocido;no
49;independiente;casado;terciaria;no;8142;no;no;telefono;18;nov;500;1;-1;0;desconocido;no
44;tecnico;casado;secundaria;no;1901;no;no;celular;18;nov;143;3;104;2;fracaso;no
44;gerente;divorciado;terciaria;no;3340;no;no;desconocido;18;nov;251;1;-1;0;desconocido;no
50;tecnico;casado;secundaria;no;232;no;no;celular;18;nov;90;1;-1;0;desconocido;no
41;collar azul;casado;secundaria;no;1954;no;no;celular;18;nov;65;1;110;2;exito;no
36;gerente;divorciado;secundaria;no;1655;si;no;celular;18;nov;155;2;-1;0;desconocido;no
30;gerente;soltero;terciaria;no;2995;si;no;celular;18;nov;329;1;-1;0;desconocido;no
38;gerente;casado;terciaria;no;193;no;no;celular;18;nov;191;1;-1;0;desconocido;no
35;gerente;divorciado;terciaria;no;2287;no;no;celular;18;nov;130;3;-1;0;desconocido;no
31;emprendedor;divorciado;terciaria;no;0;si;no;celular;18;nov;164;1;-1;0;desconocido;no
44;collar azul;casado;secundaria;no;2455;si;no;telefono;18;nov;18;1;-1;0;desconocido;no
46;collar azul;casado;primaria;no;771;si;no;celular;18;nov;708;1;-1;0;desconocido;no
45;gerente;soltero;terciaria;no;16;no;no;celular;18;nov;100;1;110;2;fracaso;no
55;tecnico;soltero;secundaria;no;2043;si;no;celular;18;nov;655;1;-1;0;desconocido;no
