,id,l1,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,price
26229,26229,Argentina,Capital Federal,Barrio Norte,1.0,1.0,1.0,19.0,19.0,78000
26230,26230,Argentina,Capital Federal,Barrio Norte,1.0,1.0,1.0,39.0,39.0,120000
26231,26231,Argentina,Capital Federal,Barrio Norte,1.0,1.0,1.0,53.0,28.0,85000
26232,26232,Argentina,Capital Federal,Barrio Norte,2.0,1.0,1.0,52.0,46.0,150000
26233,26233,Argentina,Capital Federal,Barrio Norte,2.0,1.0,1.0,33.0,33.0,130000
26234,26234,Argentina,Capital Federal,Barrio Norte,3.0,1.0,1.0,60.0,53.0,115000
26235,26235,Argentina,Capital Federal,Barrio Norte,2.0,1.0,1.0,53.0,,180000
26236,26236,Argentina,Capital Federal,Barrio Norte,1.0,1.0,1.0,31.0,28.0,85000
26237,26237,Argentina,Capital Federal,San Nicolás,2.0,1.0,1.0,33.0,33.0,65000
26238,26238,Argentina,Capital Federal,Barrio Norte,2.0,1.0,1.0,70.0,70.0,220000
26239,26239,Argentina,Capital Federal,Villa Luro,2.0,1.0,1.0,108.0,52.0,169000
26240,26240,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,,52.0,154000
26241,26241,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,56.0,40.0,195000
26242,26242,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,17.0,17.0,57000
26243,26243,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,33.0,33.0,130000
26244,26244,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,23.0,23.0,74900
26245,26245,Argentina,Capital Federal,Saavedra,2.0,1.0,1.0,46.0,41.0,158000
26246,26246,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,37.0,37.0,83000
26247,26247,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,51.0,46.0,130000
26248,26248,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,,39.0,99500
26249,26249,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,42.0,40.0,110000
26250,26250,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,56.0,50.0,148000
26251,26251,Argentina,Capital Federal,Monserrat,2.0,1.0,1.0,,,95000
26252,26252,Argentina,Capital Federal,Monserrat,2.0,1.0,,53.0,50.0,155000
26253,26253,Argentina,Capital Federal,San Telmo,1.0,1.0,1.0,38.0,35.0,65031
26254,26254,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,74.0,45.0,290000
26255,26255,Argentina,Capital Federal,Barrio Norte,1.0,1.0,1.0,17.0,17.0,57000
26256,26256,Argentina,Capital Federal,Villa Crespo,1.0,1.0,1.0,38.0,35.0,95000
26257,26257,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,27.0,27.0,93000
26258,26258,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,50.0,45.0,170000
26259,26259,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,41.0,38.0,95000
26260,26260,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,42.0,41.0,120000
26261,26261,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,70.0,70.0,220000
26262,26262,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,69.0,69.0,340000
26263,26263,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,53.0,28.0,85000
26264,26264,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,43.0,,178000
26265,26265,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,39.0,39.0,120000
26266,26266,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,33.0,30.0,130000
26267,26267,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,115.0,60.0,260000
26268,26268,Argentina,Capital Federal,Floresta,2.0,1.0,1.0,52.0,48.0,90000
26269,26269,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,47.0,44.0,129000
26270,26270,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,,,185000
26271,26271,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,41.0,38.0,95000
26272,26272,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,42.0,40.0,130000
26273,26273,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,40.0,34.0,115000
26274,26274,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,46.0,43.0,190000
26275,26275,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,36.0,32.0,168000
26276,26276,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,53.0,,155000
26277,26277,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,52.0,41.0,165000
26278,26278,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,,46.0,225000
26279,26279,Argentina,Capital Federal,Recoleta,1.0,1.0,1.0,19.0,19.0,78000
26280,26280,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,22.0,22.0,80000
26281,26281,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,,,183000
26282,26282,Argentina,Capital Federal,Belgrano,3.0,1.0,1.0,55.0,51.0,189000
26283,26283,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,56.0,56.0,150000
26284,26284,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,46.0,43.0,190000
26285,26285,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,38.0,36.0,135000
26286,26286,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,36.0,30.0,93000
26287,26287,Argentina,Capital Federal,Liniers,2.0,1.0,1.0,50.0,40.0,89000
26288,26288,Argentina,Capital Federal,Liniers,2.0,1.0,1.0,,43.0,80500
26289,26289,Argentina,Capital Federal,Coghlan,2.0,1.0,1.0,,38.0,105000
26290,26290,Argentina,Capital Federal,Almagro,3.0,1.0,1.0,,45.0,109000
26291,26291,Argentina,Capital Federal,Almagro,2.0,1.0,1.0,58.0,35.0,150000
26292,26292,Argentina,Capital Federal,Boca,2.0,1.0,1.0,41.0,38.0,60000
26293,26293,Argentina,Capital Federal,Once,1.0,1.0,1.0,,,52000
26294,26294,Argentina,Capital Federal,Retiro,2.0,1.0,1.0,,35.0,85000
26295,26295,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,63.0,54.0,150000
26296,26296,Argentina,Capital Federal,Nuñez,2.0,1.0,1.0,50.0,43.0,149000
26297,26297,Argentina,Capital Federal,,2.0,1.0,1.0,65.0,52.0,91179
26298,26298,Argentina,Capital Federal,Flores,2.0,1.0,1.0,52.0,47.0,119000
26299,26299,Argentina,Capital Federal,Boca,2.0,1.0,1.0,49.0,47.0,82000
26300,26300,Argentina,Capital Federal,Retiro,2.0,1.0,1.0,36.0,36.0,140000
26301,26301,Argentina,Capital Federal,Flores,2.0,1.0,1.0,58.0,51.0,104400
26302,26302,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,43.0,40.0,89000
26303,26303,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,42.0,34.0,85000
26304,26304,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,39.0,36.0,92000
26305,26305,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,25.0,,93000
26306,26306,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,46.0,40.0,159700
26307,26307,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,39.0,35.0,130000
26308,26308,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,42.0,42.0,110000
26309,26309,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,55.0,50.0,235000
26310,26310,Argentina,Capital Federal,,2.0,1.0,1.0,70.0,36.0,80791
26311,26311,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,44.0,39.0,119000
26312,26312,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,28.0,26.0,68000
26313,26313,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,,71.0,290000
26314,26314,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,46.0,45.0,89000
26315,26315,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,44.0,28.0,89000
26316,26316,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,37.0,37.0,90000
26317,26317,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,42.0,,140000
26318,26318,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,42.0,,140000
26319,26319,Argentina,Capital Federal,Palermo,2.0,1.0,1.0,63.0,54.0,150000
26320,26320,Argentina,Capital Federal,Palermo,1.0,1.0,1.0,34.0,32.0,98000
26321,26321,Argentina,Capital Federal,Villa Urquiza,1.0,,1.0,36.0,,75000
26322,26322,Argentina,Capital Federal,Barrio Norte,1.0,,1.0,34.0,29.0,59000
26323,26323,Argentina,Capital Federal,Villa Crespo,1.0,,1.0,33.0,30.0,119000
26324,26324,Argentina,Capital Federal,Colegiales,2.0,1.0,1.0,38.0,33.0,98000
26325,26325,Argentina,Capital Federal,Colegiales,2.0,1.0,1.0,,,88000
26326,26326,Argentina,Capital Federal,Agronomía,2.0,1.0,1.0,39.0,34.0,89000
26327,26327,Argentina,Capital Federal,San Telmo,,1.0,2.0,57.0,57.0,120000
26328,26328,Argentina,Capital Federal,Monserrat,2.0,1.0,1.0,48.0,45.0,84000
26329,26329,Argentina,Capital Federal,Monserrat,1.0,1.0,1.0,33.0,33.0,99000
26330,26330,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,46.0,45.0,122000
26331,26331,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,45.0,45.0,260000
26332,26332,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,25.0,,93000
26333,26333,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,,45.0,122000
26334,26334,Argentina,Capital Federal,Belgrano,1.0,1.0,1.0,33.0,30.0,110000
26335,26335,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,56.0,48.0,310000
26336,26336,Argentina,Capital Federal,Belgrano,2.0,1.0,1.0,44.0,43.0,82000
26337,26337,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,55.0,55.0,165000
26338,26338,Argentina,Capital Federal,Recoleta,,1.0,1.0,40.0,36.0,105000
26339,26339,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,34.0,,103000
26340,26340,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,46.0,46.0,125000
26341,26341,Argentina,Capital Federal,Recoleta,2.0,1.0,1.0,36.0,36.0,140000
26342,26342,Argentina,Capital Federal,Saavedra,2.0,1.0,1.0,42.0,38.0,110000
26343,26343,Argentina,Capital Federal,Saavedra,2.0,1.0,1.0,,50.0,120000
26344,26344,Argentina,Capital Federal,Saavedra,1.0,1.0,1.0,36.0,30.0,75000
26345,26345,Argentina,Capital Federal,Balvanera,2.0,1.0,1.0,36.0,34.0,65000
26346,26346,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,54.0,45.0,135000
26347,26347,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,36.0,36.0,75000
26348,26348,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,40.0,37.0,120000
26349,26349,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,48.0,45.0,118000
26350,26350,Argentina,Capital Federal,Caballito,2.0,1.0,1.0,29.0,29.0,78000
26351,26351,Argentina,Capital Federal,Colegiales,2.0,1.0,1.0,31.0,29.0,93000
26352,26352,Argentina,Capital Federal,Villa Urquiza,1.0,,1.0,42.0,,78500
26353,26353,Argentina,Capital Federal,Barrio Norte,2.0,1.0,1.0,,,194000
26354,26354,Argentina,Capital Federal,Nuñez,1.0,,1.0,49.0,39.0,114900
26355,26355,Argentina,Capital Federal,Monserrat,2.0,1.0,1.0,31.0,31.0,69000
26356,26356,Argentina,Capital Federal,San Telmo,1.0,,1.0,,28.0,65000
26357,26357,Argentina,Capital Federal,San Telmo,2.0,,1.0,148.0,78.0,170000
26358,26358,Argentina,Capital Federal,Caballito,1.0,,1.0,41.0,38.0,69900
26359,26359,Argentina,Capital Federal,Caballito,1.0,,1.0,39.0,36.0,84000
26360,26360,Argentina,Capital Federal,Caballito,1.0,,1.0,,,72900
26361,26361,Argentina,Capital Federal,Balvanera,10.0,,4.0,164.0,,160000
26362,26362,Argentina,Capital Federal,Recoleta,,,2.0,220.0,150.0,135000
26363,26363,Argentina,Capital Federal,Recoleta,1.0,,1.0,34.0,29.0,59000
26364,26364,Argentina,Capital Federal,Recoleta,1.0,,1.0,43.0,,150000
26365,26365,Argentina,Capital Federal,Recoleta,1.0,,1.0,,26.0,99000
26366,26366,Argentina,Capital Federal,Recoleta,1.0,,1.0,,27.0,75000
26367,26367,Argentina,Capital Federal,Belgrano,1.0,,1.0,41.0,41.0,120000
26368,26368,Argentina,Capital Federal,Belgrano,4.0,,4.0,,,1070000
26369,26369,Argentina,Capital Federal,Belgrano,1.0,,1.0,34.0,30.0,105000
26370,26370,Argentina,Capital Federal,Barracas,1.0,,1.0,37.0,32.0,99900
26371,26371,Argentina,Capital Federal,Palermo,1.0,,1.0,37.0,33.0,115000
26372,26372,Argentina,Capital Federal,Palermo,1.0,,1.0,44.0,40.0,135000
26373,26373,Argentina,Capital Federal,Palermo,1.0,,1.0,43.0,,150000
26374,26374,Argentina,Capital Federal,Palermo,1.0,,1.0,40.0,35.0,115000
26375,26375,Argentina,Capital Federal,Palermo,1.0,,1.0,33.0,30.0,70000
26376,26376,Argentina,Capital Federal,Palermo,1.0,,1.0,42.0,39.0,135000
26377,26377,Argentina,Capital Federal,Palermo,1.0,,1.0,41.0,34.0,125000
26378,26378,Argentina,Capital Federal,Palermo,1.0,,1.0,37.0,33.0,115000
26379,26379,Argentina,Capital Federal,Palermo,1.0,,1.0,34.0,29.0,59000
26380,26380,Argentina,Capital Federal,Palermo,1.0,,1.0,,34.0,115000
26381,26381,Argentina,Capital Federal,Nuñez,1.0,,1.0,29.0,26.0,66000
26382,26382,Argentina,Capital Federal,Nuñez,1.0,,1.0,27.0,24.0,69000
26383,26383,Argentina,Capital Federal,Palermo,1.0,,1.0,36.0,36.0,89000
26384,26384,Argentina,Capital Federal,Flores,3.0,2.0,1.0,51.0,51.0,79900
26385,26385,Argentina,Capital Federal,Barrio Norte,2.0,1.0,1.0,30.0,30.0,73000
26386,26386,Argentina,Capital Federal,Belgrano,4.0,3.0,3.0,151.0,140.0,728000
26387,26387,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,121.0,100.0,375000
26388,26388,Argentina,Capital Federal,Belgrano,4.0,3.0,3.0,136.0,120.0,340000
26389,26389,Argentina,Capital Federal,Belgrano,3.0,3.0,3.0,115.0,101.0,229000
26390,26390,Argentina,Capital Federal,Belgrano,4.0,3.0,2.0,112.0,100.0,440000
26391,26391,Argentina,Capital Federal,Belgrano,4.0,3.0,3.0,148.0,124.0,318000
26392,26392,Argentina,Capital Federal,Belgrano,4.0,3.0,4.0,200.0,200.0,1250000
26393,26393,Argentina,Capital Federal,Belgrano,3.0,3.0,3.0,108.0,70.0,380000
26394,26394,Argentina,Capital Federal,Palermo,3.0,3.0,2.0,72.0,72.0,390000
26395,26395,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,327.0,300.0,2500000
26396,26396,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,400.0,265.0,980000
26397,26397,Argentina,Capital Federal,Palermo,3.0,3.0,2.0,72.0,72.0,390000
26398,26398,Argentina,Capital Federal,Palermo,4.0,3.0,2.0,88.0,77.0,290000
26399,26399,Argentina,Capital Federal,Palermo,4.0,3.0,3.0,182.0,182.0,540000
26400,26400,Argentina,Capital Federal,Palermo,4.0,3.0,,113.0,90.0,208000
26401,26401,Argentina,Capital Federal,Almagro,5.0,3.0,2.0,120.0,120.0,227000
26402,26402,Argentina,Capital Federal,Retiro,3.0,3.0,2.0,134.0,109.0,395000
26403,26403,Argentina,Capital Federal,Nuñez,4.0,3.0,3.0,140.0,140.0,690000
26404,26404,Argentina,Capital Federal,Flores,4.0,3.0,2.0,,96.0,129000
26405,26405,Argentina,Capital Federal,Boca,4.0,3.0,1.0,148.0,75.0,140000
26406,26406,Argentina,Capital Federal,Villa General Mitre,3.0,2.0,1.0,62.0,54.0,145000
26407,26407,Argentina,Capital Federal,Villa del Parque,3.0,2.0,1.0,71.0,55.0,122000
26408,26408,Argentina,Capital Federal,Villa del Parque,3.0,2.0,2.0,65.0,62.0,168800
26409,26409,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,2.0,112.0,79.0,259000
26410,26410,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,1.0,60.0,53.0,160000
26411,26411,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,2.0,87.0,78.0,375000
26412,26412,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,2.0,76.0,76.0,179000
26413,26413,Argentina,Capital Federal,Villa Urquiza,3.0,2.0,2.0,134.0,80.0,420000
26414,26414,Argentina,Capital Federal,San Cristobal,3.0,2.0,1.0,59.0,59.0,79500
26415,26415,Argentina,Capital Federal,Belgrano,3.0,3.0,2.0,66.0,60.0,180000
26416,26416,Argentina,Capital Federal,San Nicolás,3.0,2.0,2.0,67.0,67.0,105000
26417,26417,Argentina,Capital Federal,Belgrano,3.0,3.0,2.0,78.0,70.0,240000
26418,26418,Argentina,Capital Federal,Recoleta,4.0,3.0,2.0,106.0,98.0,340000
26419,26419,Argentina,Capital Federal,Recoleta,9.0,8.0,4.0,460.0,351.0,1100000
26420,26420,Argentina,Capital Federal,Recoleta,9.0,6.0,4.0,273.0,270.0,800000
26421,26421,Argentina,Capital Federal,Palermo,7.0,6.0,3.0,289.0,271.0,1380000
26422,26422,Argentina,Capital Federal,Palermo,4.0,6.0,5.0,271.0,250.0,1500000
26423,26423,Argentina,Capital Federal,Palermo,6.0,5.0,4.0,250.0,230.0,980000
26424,26424,Argentina,Capital Federal,Puerto Madero,5.0,4.0,3.0,224.0,202.0,685000
26425,26425,Argentina,Capital Federal,Puerto Madero,5.0,4.0,6.0,274.0,265.0,2400000
26426,26426,Argentina,Capital Federal,Barrio Norte,5.0,4.0,2.0,193.0,143.0,350000
26427,26427,Argentina,Capital Federal,Recoleta,5.0,4.0,2.0,193.0,143.0,350000
26428,26428,Argentina,Capital Federal,Belgrano,6.0,4.0,4.0,230.0,,990000
26429,26429,Argentina,Capital Federal,Belgrano,4.0,4.0,3.0,106.0,91.0,380000
26430,26430,Argentina,Capital Federal,Belgrano,4.0,4.0,3.0,156.0,140.0,550000
26431,26431,Argentina,Capital Federal,Belgrano,4.0,4.0,2.0,187.0,165.0,495000
26432,26432,Argentina,Capital Federal,Palermo,4.0,4.0,2.0,88.0,78.0,209000
26433,26433,Argentina,Capital Federal,Retiro,5.0,4.0,5.0,256.0,240.0,1200000
26434,26434,Argentina,Capital Federal,Nuñez,4.0,4.0,3.0,106.0,91.0,380000
26435,26435,Argentina,Capital Federal,San Cristobal,4.0,3.0,2.0,74.0,70.0,215000
26436,26436,Argentina,Capital Federal,Villa Crespo,4.0,3.0,3.0,108.0,104.0,179000
26437,26437,Argentina,Capital Federal,Barrio Norte,4.0,3.0,2.0,87.0,87.0,140000
26438,26438,Argentina,Capital Federal,Barrio Norte,4.0,3.0,4.0,257.0,237.0,1250000
26439,26439,Argentina,Capital Federal,Barrio Norte,4.0,3.0,3.0,130.0,127.0,299000
26440,26440,Argentina,Capital Federal,Barrio Norte,4.0,3.0,3.0,,150.0,370000
26441,26441,Argentina,Capital Federal,Barrio Norte,4.0,3.0,1.0,131.0,128.0,260000
26442,26442,Argentina,Capital Federal,Barrio Norte,4.0,3.0,2.0,128.0,122.0,280000
26443,26443,Argentina,Capital Federal,Caballito,4.0,3.0,3.0,113.0,103.0,225000
26444,26444,Argentina,Capital Federal,Caballito,4.0,3.0,2.0,141.0,129.0,480000
26445,26445,Argentina,Capital Federal,Caballito,4.0,3.0,2.0,89.0,77.0,230000
26446,26446,Argentina,Capital Federal,Balvanera,4.0,3.0,3.0,90.0,90.0,198000
26447,26447,Argentina,Capital Federal,Recoleta,4.0,3.0,3.0,130.0,127.0,299000
26448,26448,Argentina,Capital Federal,Recoleta,4.0,3.0,3.0,117.0,110.0,285000
26449,26449,Argentina,Capital Federal,Barrio Norte,1.0,1.0,1.0,,25.0,24000
26450,26450,Argentina,Capital Federal,Barrio Norte,3.0,2.0,2.0,88.0,78.0,220000
26451,26451,Argentina,Capital Federal,Colegiales,3.0,2.0,1.0,54.0,42.0,145000
26452,26452,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,71.0,71.0,329000
26453,26453,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,93.0,85.0,224000
26454,26454,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,81.0,74.0,295000
26455,26455,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,56.0,56.0,176000
26456,26456,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,,58.0,225000
26457,26457,Argentina,Capital Federal,Palermo,3.0,2.0,3.0,215.0,215.0,880000
26458,26458,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,70.0,61.0,200000
26459,26459,Argentina,Capital Federal,Palermo,2.0,2.0,1.0,42.0,40.0,165000
26460,26460,Argentina,Capital Federal,Palermo,3.0,2.0,1.0,51.0,49.0,127000
26461,26461,Argentina,Capital Federal,Liniers,3.0,2.0,1.0,62.0,62.0,94000
26462,26462,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,64.0,60.0,109500
26463,26463,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,66.0,66.0,115000
26464,26464,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,,,107000
26465,26465,Argentina,Capital Federal,Almagro,3.0,2.0,1.0,72.0,68.0,145000
26466,26466,Argentina,Capital Federal,Retiro,3.0,2.0,2.0,67.0,67.0,169000
26467,26467,Argentina,Capital Federal,Nuñez,3.0,2.0,1.0,53.0,51.0,139000
26468,26468,Argentina,Capital Federal,Flores,3.0,2.0,1.0,60.0,57.0,119000
26469,26469,Argentina,Capital Federal,Flores,3.0,2.0,1.0,67.0,67.0,117000
26470,26470,Argentina,Capital Federal,Flores,3.0,2.0,2.0,67.0,60.0,155000
26471,26471,Argentina,Capital Federal,Once,3.0,2.0,1.0,,74.0,155000
26472,26472,Argentina,Capital Federal,,2.0,2.0,2.0,180.0,72.0,90000
26473,26473,Argentina,Capital Federal,Villa Pueyrredón,1.0,1.0,1.0,43.0,35.0,84900
26474,26474,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,1.0,,,89000
26475,26475,Argentina,Capital Federal,Villa Urquiza,2.0,1.0,1.0,42.0,37.0,130000
26476,26476,Argentina,Capital Federal,San Cristobal,2.0,1.0,1.0,38.0,33.0,85000
26477,26477,Argentina,Capital Federal,Villa Devoto,2.0,1.0,1.0,54.0,47.0,102000
26478,26478,Argentina,Capital Federal,Villa Crespo,2.0,1.0,1.0,41.0,41.0,76000
26479,26479,Argentina,Capital Federal,San Nicolás,2.0,1.0,1.0,40.0,40.0,112000
26480,26480,Argentina,Capital Federal,Barrio Norte,2.0,1.0,1.0,57.0,48.0,300000
26481,26481,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,90.0,80.0,420000
26482,26482,Argentina,Capital Federal,Barrio Norte,3.0,2.0,2.0,96.0,96.0,365000
26483,26483,Argentina,Capital Federal,Palermo,4.0,2.0,2.0,155.0,155.0,1000000
26484,26484,Argentina,Capital Federal,Palermo,3.0,2.0,3.0,99.0,99.0,520000
26485,26485,Argentina,Capital Federal,Colegiales,3.0,2.0,2.0,80.0,75.0,190000
26486,26486,Argentina,Capital Federal,San Telmo,3.0,2.0,1.0,48.0,44.0,85000
26487,26487,Argentina,Capital Federal,San Telmo,3.0,2.0,1.0,56.0,54.0,79000
26488,26488,Argentina,Capital Federal,Caballito,4.0,2.0,2.0,105.0,98.0,217000
26489,26489,Argentina,Capital Federal,Caballito,3.0,2.0,2.0,74.0,61.0,210000
26490,26490,Argentina,Capital Federal,Caballito,3.0,2.0,2.0,125.0,83.0,355000
26491,26491,Argentina,Capital Federal,Caballito,3.0,2.0,1.0,64.0,55.0,165000
26492,26492,Argentina,Capital Federal,Balvanera,3.0,2.0,1.0,104.0,77.0,110000
26493,26493,Argentina,Capital Federal,Balvanera,3.0,2.0,1.0,,74.0,155000
26494,26494,Argentina,Capital Federal,Saavedra,3.0,2.0,1.0,77.0,70.0,207000
26495,26495,Argentina,Capital Federal,Recoleta,4.0,2.0,2.0,110.0,107.0,355000
26496,26496,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,58.0,56.0,175000
26497,26497,Argentina,Capital Federal,Recoleta,3.0,2.0,2.0,,115.0,320000
26498,26498,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,58.0,58.0,169000
26499,26499,Argentina,Capital Federal,Recoleta,2.0,2.0,2.0,55.0,46.0,185000
26500,26500,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,60.0,54.0,215000
26501,26501,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,105.0,105.0,305000
26502,26502,Argentina,Capital Federal,Recoleta,3.0,2.0,2.0,122.0,122.0,270000
26503,26503,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,54.0,50.0,110000
26504,26504,Argentina,Capital Federal,Recoleta,2.0,2.0,1.0,95.0,70.0,349000
26505,26505,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,57.0,55.0,140000
26506,26506,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,85.0,74.0,295000
26507,26507,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,100.0,100.0,450000
26508,26508,Argentina,Capital Federal,Belgrano,2.0,2.0,2.0,56.0,50.0,149000
26509,26509,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,85.0,73.0,270000
26510,26510,Argentina,Capital Federal,Belgrano,2.0,2.0,2.0,53.0,50.0,148000
26511,26511,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,74.0,68.0,310000
26512,26512,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,88.0,,249000
26513,26513,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,96.0,96.0,365000
26514,26514,Argentina,Capital Federal,Palermo,3.0,2.0,2.0,83.0,81.0,218000
26515,26515,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,54.0,50.0,110000
26516,26516,Argentina,Capital Federal,Retiro,2.0,1.0,1.0,51.0,51.0,120000
26517,26517,Argentina,Capital Federal,Villa Luro,2.0,1.0,1.0,48.0,45.0,79000
26518,26518,Argentina,Capital Federal,Congreso,3.0,2.0,1.0,60.0,57.0,120000
26519,26519,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,61.0,61.0,165000
26520,26520,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,81.0,75.0,318000
26521,26521,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,73.0,63.0,225000
26522,26522,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,58.0,58.0,135000
26523,26523,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,60.0,51.0,175000
26524,26524,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,155.0,90.0,429000
26525,26525,Argentina,Capital Federal,Belgrano,3.0,2.0,3.0,120.0,105.0,600000
26526,26526,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,91.0,81.0,333000
26527,26527,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,143.0,87.0,298000
26528,26528,Argentina,Capital Federal,Belgrano,3.0,2.0,2.0,87.0,72.0,229000
26529,26529,Argentina,Capital Federal,Belgrano,3.0,2.0,1.0,59.0,57.0,187000
26530,26530,Argentina,Capital Federal,Barracas,4.0,2.0,1.0,68.0,68.0,140000
26531,26531,Argentina,Capital Federal,Recoleta,3.0,2.0,1.0,49.0,49.0,100000
